split,risk_budget,method,seed,rows,coverage,accepted_success,accepted_damage,accepted_unsafe,accepted_utility,mean_risk_score
combined_hard_shift,0.05,robust_mpc_correction,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36939
combined_hard_shift,0.05,robust_mpc_correction,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36979
combined_hard_shift,0.05,robust_mpc_correction,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36757
combined_hard_shift,0.05,robust_mpc_correction,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36990
combined_hard_shift,0.05,robust_mpc_correction,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36691
combined_hard_shift,0.05,robust_mpc_correction,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36869
combined_hard_shift,0.05,robust_mpc_correction,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36895
combined_hard_shift,0.05,robust_mpc_correction,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36790
combined_hard_shift,0.05,robust_mpc_correction,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36933
combined_hard_shift,0.05,robust_mpc_correction,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.37036
combined_hard_shift,0.05,safety_filtered_residual,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32899
combined_hard_shift,0.05,safety_filtered_residual,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32939
combined_hard_shift,0.05,safety_filtered_residual,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32717
combined_hard_shift,0.05,safety_filtered_residual,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32950
combined_hard_shift,0.05,safety_filtered_residual,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32651
combined_hard_shift,0.05,safety_filtered_residual,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32829
combined_hard_shift,0.05,safety_filtered_residual,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32855
combined_hard_shift,0.05,safety_filtered_residual,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32750
combined_hard_shift,0.05,safety_filtered_residual,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32893
combined_hard_shift,0.05,safety_filtered_residual,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32996
combined_hard_shift,0.05,uncertainty_query_policy,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47899
combined_hard_shift,0.05,uncertainty_query_policy,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47939
combined_hard_shift,0.05,uncertainty_query_policy,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47717
combined_hard_shift,0.05,uncertainty_query_policy,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47950
combined_hard_shift,0.05,uncertainty_query_policy,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47651
combined_hard_shift,0.05,uncertainty_query_policy,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47829
combined_hard_shift,0.05,uncertainty_query_policy,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47855
combined_hard_shift,0.05,uncertainty_query_policy,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47750
combined_hard_shift,0.05,uncertainty_query_policy,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47893
combined_hard_shift,0.05,uncertainty_query_policy,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47996
combined_hard_shift,0.08,active_entropy_query_policy,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38517
combined_hard_shift,0.08,active_entropy_query_policy,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38572
combined_hard_shift,0.08,active_entropy_query_policy,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38357
combined_hard_shift,0.08,active_entropy_query_policy,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38607
combined_hard_shift,0.08,active_entropy_query_policy,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38316
combined_hard_shift,0.08,active_entropy_query_policy,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38477
combined_hard_shift,0.08,active_entropy_query_policy,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38530
combined_hard_shift,0.08,active_entropy_query_policy,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38372
combined_hard_shift,0.08,active_entropy_query_policy,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38552
combined_hard_shift,0.08,active_entropy_query_policy,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38646
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29056
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29116
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.28904
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29159
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.28871
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29026
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29089
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.28913
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29105
combined_hard_shift,0.08,minimum_intervention_boundary_learner_v5,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29195
combined_hard_shift,0.08,oracle_minimal_correction,0,144,0.05556,0.62500,0.00000,0.00000,0.86703,0.08697
combined_hard_shift,0.08,oracle_minimal_correction,1,144,0.11111,0.62500,0.06250,0.00000,0.83875,0.08664
combined_hard_shift,0.08,oracle_minimal_correction,2,144,0.08333,0.58333,0.00000,0.00000,0.84478,0.08626
combined_hard_shift,0.08,oracle_minimal_correction,3,144,0.09028,0.61538,0.07692,0.00000,0.83475,0.08627
combined_hard_shift,0.08,oracle_minimal_correction,4,144,0.07639,0.72727,0.00000,0.00000,1.00452,0.08608
combined_hard_shift,0.08,oracle_minimal_correction,5,144,0.09722,0.85714,0.00000,0.00000,1.21994,0.08687
combined_hard_shift,0.08,oracle_minimal_correction,6,144,0.12500,0.44444,0.11111,0.00000,0.59234,0.08601
combined_hard_shift,0.08,oracle_minimal_correction,7,144,0.12500,0.55556,0.11111,0.00000,0.72086,0.08600
combined_hard_shift,0.08,oracle_minimal_correction,8,144,0.09028,0.53846,0.00000,0.00000,0.78728,0.08666
combined_hard_shift,0.08,oracle_minimal_correction,9,144,0.04167,0.66667,0.00000,0.00000,0.94997,0.08698
combined_hard_shift,0.08,robust_mpc_correction,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36939
combined_hard_shift,0.08,robust_mpc_correction,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36979
combined_hard_shift,0.08,robust_mpc_correction,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36757
combined_hard_shift,0.08,robust_mpc_correction,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36990
combined_hard_shift,0.08,robust_mpc_correction,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36691
combined_hard_shift,0.08,robust_mpc_correction,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36869
combined_hard_shift,0.08,robust_mpc_correction,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36895
combined_hard_shift,0.08,robust_mpc_correction,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36790
combined_hard_shift,0.08,robust_mpc_correction,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36933
combined_hard_shift,0.08,robust_mpc_correction,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.37036
combined_hard_shift,0.08,safety_filtered_residual,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32899
combined_hard_shift,0.08,safety_filtered_residual,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32939
combined_hard_shift,0.08,safety_filtered_residual,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32717
combined_hard_shift,0.08,safety_filtered_residual,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32950
combined_hard_shift,0.08,safety_filtered_residual,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32651
combined_hard_shift,0.08,safety_filtered_residual,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32829
combined_hard_shift,0.08,safety_filtered_residual,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32855
combined_hard_shift,0.08,safety_filtered_residual,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32750
combined_hard_shift,0.08,safety_filtered_residual,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32893
combined_hard_shift,0.08,safety_filtered_residual,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32996
combined_hard_shift,0.08,uncertainty_query_policy,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47899
combined_hard_shift,0.08,uncertainty_query_policy,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47939
combined_hard_shift,0.08,uncertainty_query_policy,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47717
combined_hard_shift,0.08,uncertainty_query_policy,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47950
combined_hard_shift,0.08,uncertainty_query_policy,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47651
combined_hard_shift,0.08,uncertainty_query_policy,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47829
combined_hard_shift,0.08,uncertainty_query_policy,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47855
combined_hard_shift,0.08,uncertainty_query_policy,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47750
combined_hard_shift,0.08,uncertainty_query_policy,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47893
combined_hard_shift,0.08,uncertainty_query_policy,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47996
combined_hard_shift,0.10,active_entropy_query_policy,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38517
combined_hard_shift,0.10,active_entropy_query_policy,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38572
combined_hard_shift,0.10,active_entropy_query_policy,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38357
combined_hard_shift,0.10,active_entropy_query_policy,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38607
combined_hard_shift,0.10,active_entropy_query_policy,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38316
combined_hard_shift,0.10,active_entropy_query_policy,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38477
combined_hard_shift,0.10,active_entropy_query_policy,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38530
combined_hard_shift,0.10,active_entropy_query_policy,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38372
combined_hard_shift,0.10,active_entropy_query_policy,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38552
combined_hard_shift,0.10,active_entropy_query_policy,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.38646
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29056
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29116
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.28904
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29159
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.28871
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29026
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29089
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.28913
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29105
combined_hard_shift,0.10,minimum_intervention_boundary_learner_v5,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.29195
combined_hard_shift,0.10,oracle_minimal_correction,0,144,1.00000,0.60417,0.02083,0.00694,0.83984,0.08697
combined_hard_shift,0.10,oracle_minimal_correction,1,144,1.00000,0.60417,0.06944,0.00694,0.81425,0.08664
combined_hard_shift,0.10,oracle_minimal_correction,2,144,0.99306,0.62238,0.04895,0.02098,0.85379,0.08626
combined_hard_shift,0.10,oracle_minimal_correction,3,144,0.99306,0.61538,0.03497,0.00000,0.85626,0.08627
combined_hard_shift,0.10,oracle_minimal_correction,4,144,1.00000,0.54167,0.06944,0.00694,0.73816,0.08608
combined_hard_shift,0.10,oracle_minimal_correction,5,144,0.99306,0.61538,0.02797,0.00699,0.85649,0.08687
combined_hard_shift,0.10,oracle_minimal_correction,6,144,1.00000,0.54167,0.03472,0.00694,0.75407,0.08601
combined_hard_shift,0.10,oracle_minimal_correction,7,144,0.99306,0.55944,0.03497,0.00000,0.78375,0.08600
combined_hard_shift,0.10,oracle_minimal_correction,8,144,1.00000,0.54861,0.04167,0.00694,0.76529,0.08666
combined_hard_shift,0.10,oracle_minimal_correction,9,144,1.00000,0.57639,0.07639,0.02083,0.77419,0.08698
combined_hard_shift,0.10,robust_mpc_correction,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36939
combined_hard_shift,0.10,robust_mpc_correction,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36979
combined_hard_shift,0.10,robust_mpc_correction,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36757
combined_hard_shift,0.10,robust_mpc_correction,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36990
combined_hard_shift,0.10,robust_mpc_correction,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36691
combined_hard_shift,0.10,robust_mpc_correction,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36869
combined_hard_shift,0.10,robust_mpc_correction,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36895
combined_hard_shift,0.10,robust_mpc_correction,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36790
combined_hard_shift,0.10,robust_mpc_correction,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.36933
combined_hard_shift,0.10,robust_mpc_correction,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.37036
combined_hard_shift,0.10,safety_filtered_residual,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32899
combined_hard_shift,0.10,safety_filtered_residual,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32939
combined_hard_shift,0.10,safety_filtered_residual,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32717
combined_hard_shift,0.10,safety_filtered_residual,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32950
combined_hard_shift,0.10,safety_filtered_residual,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32651
combined_hard_shift,0.10,safety_filtered_residual,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32829
combined_hard_shift,0.10,safety_filtered_residual,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32855
combined_hard_shift,0.10,safety_filtered_residual,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32750
combined_hard_shift,0.10,safety_filtered_residual,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32893
combined_hard_shift,0.10,safety_filtered_residual,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.32996
combined_hard_shift,0.10,uncertainty_query_policy,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47899
combined_hard_shift,0.10,uncertainty_query_policy,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47939
combined_hard_shift,0.10,uncertainty_query_policy,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47717
combined_hard_shift,0.10,uncertainty_query_policy,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47950
combined_hard_shift,0.10,uncertainty_query_policy,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.47651
